#auto generated file!
180.0;200;83;42
186.0;195;89;41
192.0;184;92;49
198.0;185;95;45
204.0;186;99;40
210.0;189;90;46
216.0;196;91;38
222.0;196;97;32
228.0;196;97;32
234.0;199;97;29
240.0;197;101;27
246.0;183;100;42
252.0;181;99;45
258.0;180;97;48
264.0;184;96;45
270.0;186;93;46
276.0;187;95;43
282.0;186;96;43
288.0;181;98;46
294.0;183;102;40
300.0;172;105;48
306.0;176;98;51
312.0;171;102;52
318.0;171;100;54
324.0;174;96;55
330.0;181;93;51
336.0;175;104;46
342.0;181;95;49
348.0;176;91;58
354.0;177;83;65
360.0;181;86;58
366.0;176;80;69
372.0;182;83;60
378.0;181;94;50
384.0;187;81;57
390.0;191;75;59
396.0;183;84;58
402.0;183;97;45
408.0;182;92;51
414.0;186;90;49
420.0;196;83;46
426.0;191;86;48
432.0;185;90;50
438.0;182;95;48
444.0;171;96;58
450.0;166;103;56
456.0;161;107;57
462.0;171;97;57
468.0;171;97;57
474.0;169;95;61
480.0;172;91;62
486.0;180;87;58
492.0;186;84;55
498.0;182;91;52
504.0;184;91;50
510.0;183;101;41
516.0;175;108;42
522.0;177;103;45
528.0;177;112;36
534.0;174;110;41
540.0;175;99;51
546.0;178;90;57
552.0;180;93;52
558.0;181;97;47
564.0;181;91;53
570.0;189;88;48
576.0;181;90;54
582.0;180;89;56
588.0;177;96;52
594.0;174;97;54
600.0;174;106;45
606.0;173;110;42
612.0;176;101;48
618.0;169;109;47
624.0;164;106;55
630.0;170;100;55
636.0;167;104;54
642.0;174;109;42
648.0;185;101;39
654.0;189;104;32
660.0;185;96;44
666.0;188;94;43
672.0;200;88;37
678.0;203;86;36
684.0;199;83;43
690.0;189;92;44
696.0;191;85;49
702.0;190;81;54
708.0;184;92;49
714.0;182;90;53
720.0;185;87;53
726.0;194;87;44
732.0;197;90;38
738.0;199;88;38
744.0;195;82;48
750.0;196;75;54
756.0;193;79;53
762.0;191;88;46
768.0;189;93;43
774.0;190;88;47
780.0;188;87;50
786.0;185;95;45
792.0;184;98;43
798.0;183;100;42
804.0;182;99;44
810.0;188;98;39
816.0;187;98;40
822.0;183;102;40
828.0;180;106;39
834.0;186;95;44
840.0;187;93;45
846.0;188;90;47
852.0;183;87;55
858.0;186;83;56
864.0;187;90;48
870.0;197;86;42
876.0;197;82;46
882.0;195;83;47
888.0;192;87;46
894.0;197;86;42
900.0;198;83;44
906.0;199;89;37
912.0;202;88;35
918.0;200;82;43
924.0;197;83;45
930.0;199;80;46
936.0;198;81;46
942.0;205;76;44
948.0;210;71;44
954.0;214;73;38
960.0;208;76;41
966.0;211;72;42
972.0;209;69;47
978.0;207;71;47
984.0;199;76;50
990.0;191;86;48
996.0;189;85;51
1002.0;186;87;52
1008.0;186;85;54
1014.0;185;94;46
1020.0;185;95;45
1026.0;186;97;42
1032.0;184;90;51
1038.0;186;85;54
1044.0;191;85;49
1050.0;186;90;49
1056.0;182;94;49
1062.0;185;100;40
1068.0;189;101;35
1074.0;188;92;45
1080.0;177;96;52
1086.0;176;97;52
1092.0;181;96;48
1098.0;175;94;56
1104.0;177;93;55
1110.0;178;95;52
1116.0;188;90;47
1122.0;196;91;38
1128.0;187;89;49
1134.0;192;90;43
1140.0;190;98;37
1146.0;187;98;40
1152.0;185;92;48
1158.0;193;86;46
1164.0;200;87;38
1170.0;200;84;41
1176.0;195;80;50
1182.0;186;87;52
1188.0;183;88;54
1194.0;195;86;44
1200.0;201;80;44
1206.0;207;78;40
1212.0;213;79;33
1218.0;202;84;39
1224.0;198;85;42
1230.0;199;82;44
1236.0;198;81;46
1242.0;201;80;44
1248.0;203;80;42
1254.0;203;78;44
1260.0;200;83;42
1266.0;202;89;34
1272.0;196;90;39
1278.0;195;88;42
1284.0;191;89;45
1290.0;191;90;44
1296.0;200;90;35
1302.0;197;84;44
1308.0;194;89;42
1314.0;198;90;37
1320.0;191;94;40
1326.0;191;98;36
1332.0;195;93;37
1338.0;190;87;48
1344.0;192;86;47
1350.0;189;88;48
1356.0;187;95;43
1362.0;188;94;43
1368.0;193;88;44
1374.0;192;88;45
1380.0;200;83;42
1386.0;199;79;47
1392.0;196;79;50
1398.0;194;88;43
1404.0;189;93;43
1410.0;195;85;45
1416.0;192;83;50
1422.0;199;83;43
1428.0;197;82;46
1434.0;182;88;55
1440.0;181;92;52
1446.0;177;94;54
1452.0;182;95;48
1458.0;182;100;43
1464.0;183;102;40
1470.0;185;108;32
1476.0;196;100;29
1482.0;185;96;44
1488.0;184;101;40
1494.0;185;98;42
