#auto generated file!
6.0;0.0;0.0
12.0;0.0;0.0
18.0;1.6666666666666667;0.25
24.0;1.25;0.25
30.0;2.5;0.0
36.0;5.416666666666667;0.5
42.0;0.8333333333333334;0.5
48.0;4.166666666666667;0.75
54.0;6.666666666666667;0.0
60.0;10.833333333333334;0.0
66.0;8.75;0.0
72.0;7.083333333333333;0.75
78.0;6.666666666666667;0.5
84.0;10.416666666666666;0.0
90.0;10.0;0.5
96.0;5.833333333333333;0.0
102.0;2.5;0.0
108.0;8.333333333333334;0.5
114.0;5.833333333333333;0.5
120.0;14.166666666666666;0.0
126.0;3.3333333333333335;0.5
132.0;6.666666666666667;0.5
138.0;12.5;0.5
144.0;8.75;0.0
150.0;5.833333333333333;0.0
156.0;7.083333333333333;0.0
162.0;9.166666666666666;0.0
168.0;6.25;0.0
174.0;6.666666666666667;0.0
180.0;9.583333333333334;0.0
186.0;5.0;0.0
192.0;5.416666666666667;0.0
198.0;8.333333333333334;0.0
204.0;3.75;0.0
210.0;7.916666666666667;0.5
216.0;10.416666666666666;0.0
222.0;14.583333333333334;0.0
228.0;10.0;0.0
234.0;7.083333333333333;0.0
240.0;2.5;0.5
246.0;8.333333333333334;0.5
252.0;4.166666666666667;0.0
258.0;7.916666666666667;0.0
264.0;6.25;0.5
270.0;13.75;0.0
276.0;3.75;0.75
282.0;5.833333333333333;0.0
288.0;10.0;0.0
294.0;10.0;0.5
300.0;10.833333333333334;0.0
306.0;15.416666666666666;0.0
312.0;9.583333333333334;0.0
318.0;9.166666666666666;2.0
324.0;8.333333333333334;0.0
330.0;8.75;0.0
336.0;6.25;0.0
342.0;4.166666666666667;0.5
348.0;6.666666666666667;1.0
354.0;7.5;0.0
360.0;7.5;0.0
366.0;5.833333333333333;0.0
372.0;9.166666666666666;0.5
378.0;14.166666666666666;0.5
384.0;4.583333333333333;0.0
390.0;8.333333333333334;0.0
396.0;8.333333333333334;0.0
402.0;10.833333333333334;0.0
408.0;5.416666666666667;0.0
414.0;7.5;0.0
420.0;12.5;0.0
426.0;8.333333333333334;0.0
432.0;9.166666666666666;0.0
438.0;15.0;0.5
444.0;15.833333333333334;0.0
450.0;11.666666666666666;0.0
456.0;12.5;0.5
462.0;5.0;0.0
468.0;9.166666666666666;0.0
474.0;3.3333333333333335;0.0
480.0;7.083333333333333;0.0
486.0;9.166666666666666;0.0
492.0;10.0;0.0
498.0;6.25;0.0
504.0;6.666666666666667;0.25
510.0;9.583333333333334;0.0
516.0;6.666666666666667;0.0
522.0;10.833333333333334;0.0
528.0;10.0;0.5
534.0;5.833333333333333;0.0
540.0;6.666666666666667;0.0
546.0;8.333333333333334;0.0
552.0;4.583333333333333;0.0
558.0;11.25;0.0
564.0;10.416666666666666;0.0
570.0;8.75;0.0
576.0;7.5;0.0
582.0;8.333333333333334;0.0
588.0;6.666666666666667;0.5
594.0;4.166666666666667;0.0
600.0;4.166666666666667;0.0
606.0;6.666666666666667;0.0
612.0;5.0;0.0
618.0;5.0;0.5
624.0;9.166666666666666;0.125
630.0;10.416666666666666;0.0
636.0;7.5;0.25
642.0;4.583333333333333;0.0
648.0;8.333333333333334;0.0
654.0;8.541666666666666;0.0
660.0;13.75;0.0
666.0;15.833333333333334;0.0
672.0;6.666666666666667;0.0
678.0;5.833333333333333;0.0
684.0;8.333333333333334;1.25
690.0;8.75;0.0
696.0;6.666666666666667;0.0
702.0;7.5;0.0
708.0;4.166666666666667;0.0
714.0;10.0;0.0
720.0;10.833333333333334;0.0
726.0;6.666666666666667;0.5
732.0;9.166666666666666;0.5
738.0;8.333333333333334;0.0
744.0;8.333333333333334;0.0
750.0;6.25;0.0
756.0;7.5;0.0
762.0;7.083333333333333;0.5
768.0;8.125;0.0
774.0;5.833333333333333;0.0
780.0;4.166666666666667;0.5
