#auto generated file!
180.0;65;18;17
186.0;64;21;15
192.0;59;27;14
198.0;60;27;13
204.0;58;30;12
210.0;60;30;10
216.0;61;28;11
222.0;63;27;10
228.0;57;28;15
234.0;57;24;19
240.0;57;27;16
246.0;53;30;17
252.0;53;30;17
258.0;51;36;13
264.0;54;33;13
270.0;53;35;12
276.0;58;31;11
282.0;56;27;17
288.0;57;27;16
294.0;53;28;19
300.0;52;28;20
306.0;54;28;18
312.0;53;30;17
318.0;50;28;22
324.0;48;30;22
330.0;48;33;19
336.0;45;36;19
342.0;48;34;18
348.0;49;36;15
354.0;46;35;19
360.0;50;35;15
366.0;53;33;14
372.0;49;35;16
378.0;50;36;14
384.0;47;33;20
390.0;49;34;17
396.0;47;40;13
402.0;48;34;18
408.0;48;35;17
414.0;51;36;13
420.0;55;33;12
426.0;59;29;12
432.0;55;30;15
438.0;57;25;18
444.0;55;30;15
450.0;60;30;10
456.0;57;33;10
462.0;57;33;10
468.0;54;37;9
474.0;52;35;13
480.0;54;32;14
486.0;58;27;15
492.0;62;25;13
498.0;64;23;13
504.0;66;22;12
510.0;64;23;13
516.0;66;23;11
522.0;65;23;12
528.0;63;23;14
534.0;62;25;13
540.0;61;28;11
546.0;63;26;11
552.0;55;30;15
558.0;57;27;16
564.0;62;26;12
570.0;66;28;6
576.0;64;24;12
582.0;63;25;12
588.0;59;27;14
594.0;57;27;16
600.0;56;29;15
606.0;55;26;19
612.0;55;34;11
618.0;56;31;13
624.0;60;27;13
630.0;59;29;12
636.0;58;28;14
642.0;53;28;19
648.0;56;28;16
654.0;58;30;12
660.0;57;36;7
666.0;56;37;7
672.0;62;30;8
678.0;59;30;11
684.0;53;38;9
690.0;55;36;9
696.0;56;33;11
702.0;54;35;11
708.0;53;36;11
714.0;56;31;13
720.0;59;27;14
726.0;61;27;12
732.0;59;26;15
738.0;58;28;14
744.0;60;24;16
750.0;63;23;14
756.0;65;23;12
762.0;60;29;11
768.0;62;27;11
774.0;62;26;12
780.0;57;28;15
786.0;59;26;15
792.0;58;26;16
798.0;55;28;17
804.0;56;27;17
810.0;53;30;17
816.0;52;29;19
822.0;54;30;16
828.0;56;32;12
834.0;55;26;19
840.0;50;31;19
846.0;51;31;18
852.0;55;28;17
858.0;55;30;15
864.0;56;25;19
870.0;55;34;11
876.0;54;32;14
882.0;55;34;11
888.0;57;33;10
894.0;55;35;10
900.0;55;34;11
906.0;55;31;14
912.0;58;27;15
918.0;62;27;11
924.0;61;22;17
930.0;63;25;12
936.0;62;25;13
942.0;58;27;15
948.0;62;23;15
954.0;61;23;16
960.0;60;22;18
966.0;57;27;16
972.0;53;30;17
978.0;50;37;13
984.0;46;37;17
990.0;49;38;13
996.0;55;32;13
1002.0;54;32;14
1008.0;57;27;16
1014.0;58;26;16
1020.0;56;28;16
1026.0;54;31;15
1032.0;55;28;17
1038.0;55;32;13
1044.0;56;29;15
1050.0;57;29;14
1056.0;62;26;12
1062.0;62;24;14
1068.0;63;25;12
1074.0;65;24;11
1080.0;63;24;13
1086.0;61;26;13
1092.0;61;23;16
1098.0;62;24;14
1104.0;56;26;18
1110.0;56;28;16
1116.0;56;28;16
1122.0;59;30;11
1128.0;60;25;15
1134.0;58;27;15
1140.0;51;32;17
1146.0;54;30;16
1152.0;51;33;16
1158.0;55;30;15
1164.0;54;30;16
1170.0;54;29;17
1176.0;57;27;16
1182.0;55;26;19
1188.0;54;30;16
1194.0;50;32;18
1200.0;53;34;13
1206.0;53;31;16
1212.0;60;28;12
1218.0;62;26;12
1224.0;61;27;12
1230.0;61;27;12
1236.0;63;26;11
1242.0;64;26;10
1248.0;63;24;13
1254.0;63;28;9
1260.0;60;31;9
1266.0;60;31;9
1272.0;60;29;11
1278.0;59;29;12
1284.0;63;27;10
1290.0;66;23;11
1296.0;67;19;14
1302.0;68;20;12
1308.0;64;25;11
1314.0;65;23;12
1320.0;64;23;13
1326.0;62;23;15
1332.0;63;24;13
1338.0;61;23;16
1344.0;58;24;18
1350.0;57;26;17
1356.0;56;27;17
1362.0;60;26;14
1368.0;57;29;14
1374.0;58;27;15
1380.0;56;29;15
1386.0;55;25;20
1392.0;55;28;17
1398.0;57;30;13
1404.0;52;32;16
1410.0;56;26;18
1416.0;60;23;17
1422.0;53;26;21
1428.0;50;32;18
1434.0;50;37;13
1440.0;53;31;16
1446.0;54;27;19
1452.0;51;29;20
1458.0;48;31;21
1464.0;49;33;18
1470.0;51;31;18
1476.0;52;30;18
1482.0;57;25;18
1488.0;61;21;18
1494.0;57;21;22
