#auto generated file!
180.0;115;55;30
186.0;111;60;29
192.0;118;53;29
198.0;115;57;28
204.0;110;57;33
210.0;104;60;36
216.0;112;60;28
222.0;114;54;32
228.0;113;60;27
234.0;115;59;26
240.0;111;63;26
246.0;115;63;22
252.0;118;58;24
258.0;116;57;27
264.0;119;59;22
270.0;117;59;24
276.0;109;66;25
282.0;112;65;23
288.0;109;66;25
294.0;109;65;26
300.0;115;61;24
306.0;110;67;23
312.0;114;60;26
318.0;112;62;26
324.0;116;61;23
330.0;122;52;26
336.0;116;52;32
342.0;112;59;29
348.0;110;56;34
354.0;115;55;30
360.0;117;49;34
366.0;119;50;31
372.0;119;50;31
378.0;121;50;29
384.0;117;52;31
390.0;113;59;28
396.0;110;62;28
402.0;110;61;29
408.0;112;59;29
414.0;111;67;22
420.0;112;68;20
426.0;108;65;27
432.0;111;67;22
438.0;110;59;31
444.0;107;57;36
450.0;114;56;30
456.0;110;60;30
462.0;114;59;27
468.0;117;61;22
474.0;114;64;22
480.0;111;63;26
486.0;106;56;38
492.0;112;56;32
498.0;111;58;31
504.0;106;58;36
510.0;111;59;30
516.0;112;58;30
522.0;119;54;27
528.0;118;51;31
534.0;122;52;26
540.0;126;55;19
546.0;121;57;22
552.0;128;55;17
558.0;126;61;13
564.0;124;62;14
570.0;129;57;14
576.0;128;56;16
582.0;121;59;20
588.0;125;56;19
594.0;124;59;17
600.0;118;57;25
606.0;120;54;26
612.0;122;56;22
618.0;115;58;27
624.0;116;58;26
630.0;120;57;23
636.0;115;63;22
642.0;118;55;27
648.0;115;59;26
654.0;111;60;29
660.0;113;60;27
666.0;112;63;25
672.0;114;62;24
678.0;113;58;29
684.0;110;62;28
690.0;113;55;32
696.0;104;61;35
702.0;107;68;25
708.0;107;68;25
714.0;97;73;30
720.0;96;76;28
726.0;97;73;30
732.0;95;75;30
738.0;95;71;34
744.0;95;75;30
750.0;98;73;29
756.0;107;68;25
762.0;114;59;27
768.0;119;53;28
774.0;113;56;31
780.0;107;56;37
786.0;113;55;32
792.0;106;64;30
798.0;110;65;25
804.0;110;60;30
810.0;113;58;29
816.0;118;54;28
822.0;117;55;28
828.0;116;55;29
834.0;106;62;32
840.0;112;61;27
846.0;122;56;22
852.0;122;54;24
858.0;128;51;21
864.0;128;50;22
870.0;131;51;18
876.0;127;53;20
882.0;123;52;25
888.0;117;50;33
894.0;113;53;34
900.0;119;53;28
906.0;117;55;28
912.0;121;50;29
918.0;126;41;33
924.0;127;38;35
930.0;126;45;29
936.0;121;50;29
942.0;120;50;30
948.0;118;48;34
954.0;122;45;33
960.0;125;47;28
966.0;126;43;31
972.0;124;46;30
978.0;130;49;21
984.0;131;44;25
990.0;124;47;29
996.0;124;46;30
1002.0;123;45;32
1008.0;119;48;33
1014.0;118;46;36
1020.0;117;42;41
1026.0;115;49;36
1032.0;117;50;33
1038.0;121;48;31
1044.0;113;53;34
1050.0;115;54;31
1056.0;111;53;36
1062.0;116;52;32
1068.0;123;51;26
1074.0;121;53;26
1080.0;123;56;21
1086.0;115;57;28
1092.0;116;61;23
1098.0;114;54;32
1104.0;112;54;34
1110.0;109;59;32
1116.0;107;57;36
1122.0;107;61;32
1128.0;105;65;30
1134.0;107;61;32
1140.0;105;60;35
1146.0;106;63;31
1152.0;109;63;28
1158.0;111;58;31
1164.0;114;55;31
1170.0;115;53;32
1176.0;120;53;27
1182.0;114;59;27
1188.0;116;60;24
1194.0;115;59;26
1200.0;118;57;25
1206.0;118;53;29
1212.0;115;49;36
1218.0;117;50;33
1224.0;120;50;30
1230.0;122;48;30
1236.0;127;44;29
1242.0;121;53;26
1248.0;120;55;25
1254.0;120;54;26
1260.0;122;56;22
1266.0;126;55;19
1272.0;128;58;14
1278.0;127;57;16
1284.0;125;54;21
1290.0;127;47;26
1296.0;126;45;29
1302.0;113;54;33
1308.0;116;51;33
1314.0;120;45;35
1320.0;114;50;36
1326.0;113;56;31
1332.0;114;51;35
1338.0;118;48;34
1344.0;119;43;38
1350.0;119;46;35
1356.0;122;49;29
1362.0;123;48;29
1368.0;119;51;30
1374.0;114;56;30
1380.0;111;56;33
1386.0;113;56;31
1392.0;116;59;25
1398.0;115;56;29
1404.0;111;60;29
1410.0;114;56;30
1416.0;121;52;27
1422.0;118;50;32
1428.0;120;51;29
1434.0;124;48;28
1440.0;128;45;27
1446.0;128;45;27
1452.0;126;42;32
1458.0;124;47;29
1464.0;121;47;32
1470.0;117;51;32
1476.0;119;48;33
1482.0;123;50;27
1488.0;117;50;33
1494.0;119;53;28
